Standard Pickup Trucks	26.0	Toyota	1-Ton Truck 2WD	Regular
Standard Pickup Trucks 2WD	27.0	Ford	Ranger Pickup 2WD	Regular
Standard Pickup Trucks 4WD	25.0	Honda	Ridgeline AWD	Regular
Standard Pickup Trucks/2wd	17.0	GMC	Sierra 1500 2WD	Regular
Standard Sport Utility Vehicle 2WD	28.0	Ford	Explorer FWD	Regular
Standard Sport Utility Vehicle 4WD	28.0	Infiniti	QX60 Hybrid AWD	Regular
Subcompact Cars	52.0	Geo	Metro XFI	Regular
Two Seaters	61.0	Honda	Insight	Regular
Vans	26.0	Chevrolet	Astro 2WD (passenger)	Regular
Vans Passenger	20.0	GMC	Safari 2WD (passenger)	Regular
Vans, Cargo Type	25.0	Nissan	NV200 Cargo Van	Regular
Vans, Passenger Type	22.0	Toyota	Van 2WD	Regular
