Infiniti,6,16.576766741710694168
Isuzu,6,20.893375301897493917
J.K. Motors,6,22.485512117346937500
JBA Motorcars, Inc.,6,21.974000000000000000
Jaguar,6,17.515254184079010009
Jeep,6,19.836626559991094904
Kia,6,17.471149050236393219
Lambda Control Systems,6,19.388823529411766000
Land Rover,6,18.885408441839894800
Lexus,6,15.874842913992362955
Lincoln,6,17.114068367639161276
Lotus,6,15.471646195236989118
Maserati,6,22.156141871554867408
Mazda,6,18.476917420885010514
Mercedes-Benz,6,17.119379143134848806
Mercury,6,17.526910012674336640
Merkur,6,18.850245098039216500
Mitsubishi,6,18.580720751091754656
Nissan,6,18.635025510018805823
Oldsmobile,6,17.272958820997390914
PAS Inc - GMC,6,21.974000000000000000
PAS, Inc,6,23.543571428571425000
Peugeot,6,18.311666666666667000
Plymouth,6,17.836387875235234397
Pontiac,6,16.940995051861019600
Porsche,6,16.815776801566340623
Ram,6,16.510406215390255433
Ruf Automobile Gmbh,6,25.354615384615386000
Saab,6,17.733054316043733609
Saturn,6,16.997239560688710367
Sterling,6,18.160486756105951917
Subaru,6,16.930075379882670492
Suzuki,6,18.609322590390385157
TVR Engineering Ltd,6,18.311666666666667000
Toyota,6,18.594272900767316871
Vixen Motor Company,6,23.886562500000000000
Volkswagen,6,17.286216074398395274
Volvo,6,17.227690573308936146
Wallace Environmental,6,22.584388888888888889
0,8,19.740002841449318290
18,8,18.327864514226744000
Alfa Romeo,8,25.354615384615386000
Aston Martin,8,27.586958631315774413
Audi,8,19.497421908704900346
Aurora Cars Ltd,8,21.974000000000000000
Autokraft Limited,8,19.994724264705883000
Avanti Motor Corporation,8,19.994724264705883000
BMW,8,19.339232265007085851
BMW Alpina,8,21.058416666666666667
Bentley,8,26.672655161511412000
Buick,8,19.112020205906925333
CCC Engineering,8,21.974000000000000000
Cadillac,8,20.357422744571553657
Chevrolet,8,22.242739522581609820
Chrysler,8,19.867511169331280630
Dabryan Coach Builders Inc,8,20.250549019607844000
Dodge,8,25.579801119236468132
E. P. Dutton, Inc.,8,19.388823529411766000
Evans Automobiles,8,17.347894736842107000
Excalibur Autos,8,23.543571428571425000
Federal Coach,8,21.523077956182472571
Ferrari,8,25.785097658294087976
Ford,8,23.154621449549585079
GMC,8,22.956137952283415857
General Motors,8,18.311666666666667000
Hummer,8,23.543571428571425000
Hyundai,8,17.902063596491228625
Infiniti,8,20.282198247656703458
Isis Imports Ltd,8,16.480500000000000000
Isuzu,8,21.865001984126983333
J.K. Motors,8,21.974000000000000000
Jaguar,8,18.387918034055728480
Jeep,8,23.792979283181804714
Kenyon Corporation Of America,8,23.543571428571425000
Kia,8,18.715600490196079125
Laforza Automobile Inc,8,29.964545454545460000
Land Rover,8,24.483011583777046732
Lexus,8,18.818181666458756904
Lincoln,8,20.494922729606047393
Lotus,8,20.365705592105263375
Maserati,8,25.145896773891742526
McLaren Automotive,8,16.857269117743222091
Mercedes-Benz,8,21.022386784402210124
Mercury,8,19.638419572538156789
Mitsubishi,8,21.974000000000000000
Mobility Ventures LLC,8,11.058538461538461535
Morgan,8,19.388823529411766000
Nissan,8,23.106680412371131443
Oldsmobile,8,19.027098252597439509
Panos,8,21.974000000000000000
Panoz Auto-Development,8,14.982272727272730000
Plymouth,8,23.075258083147788944
Pontiac,8,18.811575347533109260
Porsche,8,20.594601390133102484
Qvale,8,15.695714285714287000
Ram,8,20.367241013071896000
Rolls-Royce,8,33.069045236013987981
Roush Performance,8,23.140360914058195679
S and S Coach Company  E.p. Dutton,8,32.961000000000000000
Saab,8,22.155104395604396000
Saleen,8,22.140012362637362200
Saleen Performance,8,24.267989010989009400
Shelby,8,19.388823529411766000
Spyker,8,21.576280542986425538
Superior Coaches Div E.p. Dutton,8,32.961000000000000000
Tecstar, LP,8,25.354615384615386000
Texas Coach Company,8,27.467500000000000000
Toyota,8,22.211927583420635421
VPG,8,13.241630769230769228
Vector,8,41.201250000000000000
Volkswagen,8,20.242652568922305000
Volvo,8,20.517390151515151636
Wallace Environmental,8,25.354615384615386000
Audi,10,21.747302445978390429
BMW,10,25.354615384615386000
Dodge,10,25.118487952152014563
Ford,10,28.716022727272730000
Lamborghini,10,23.882174594359888378
Lexus,10,27.467500000000000000
Porsche,10,29.964545454545460000
SRT,10,21.974000000000000000
Volkswagen,10,22.169227941176472750
0,12,25.354615384615386000
Aston Martin,12,24.963523460955199687
Audi,12,21.044952205882353200
BMW,12,23.418376155094905386
Bentley,12,24.324045133437989857
Ferrari,12,29.252110031635034675
J.K. Motors,12,29.964545454545460000
Jaguar,12,25.330468131868132040
Lamborghini,12,32.076450067789354500
Maybach,12,27.058554590570719871
Mercedes-Benz,12,23.740395083576907609
Pagani,12,25.354615384615386000
Rolls-Royce,12,23.395125202666184230
Vector,12,36.623333333333335000
Volkswagen,12,25.354615384615386000
Wallace Environmental,12,29.146831668331670286
Bugatti,16,32.961000000000000000
